1501.266 , 2770.229
2984.076 , 664.384
1045.581 , 3306.891
819.7377 , 3544.045
1601.438 , 2414.687
1884.789 , 2352.766
1166.93 , 2959.364
1737.969 , 2049.625
1819.297 , 2308.014
1000.563 , 3493.246
1568.081 , 2733.786
null , null
1979.803 , 409.1166
2066.687 , 2715.277
2109.805 , 2818.648
1880.113 , 770.8419
2116.802 , 3265.814
2131.527 , 3094.286
2010.476 , 979.7271
2113.91 , 17.79975
2160.468 , 3454.098
1868.853 , 3893.002
2040.149 , 3266.346
2068.075 , 2430.64
2093.421 , 3466.034
1856.325 , 4000.24
2116.734 , 580.3835
1869.657 , 3723.395
2180.273 , 2973.153
1849.816 , 3903.797
1860.675 , 3613.826
null , null
1878.807 , 3674.236
2018.086 , 821.3671
2009.338 , 2942.311
1920.849 , 2765.945
1954.498 , 763.8264
2086.94 , 984.3807
1991.036 , 2889.677
1974.026 , 1178.449
1743.351 , 3609.616
1748.759 , 3952.715
1867.351 , 1806.254
1967.282 , 2116.105
2018.597 , 774.2227
1856.549 , 1747.518
1783.743 , 3717.565
2183.191 , -1.687669
1894.811 , 2592.769
1970.729 , 1489.57
1768.72 , 2990.4
2227.91 , 341.6034
1763.415 , 3733.11
2019.405 , 2728.504
2098.243 , 1308.443
2092.427 , 1080.907
1807.768 , 2292.88
1765.259 , 2526.458
1869.756 , 2773.304
1955.844 , 2715.45
2190.626 , 1130.132
1916.587 , 3281.047
2356.483 , 175.4164
1840.859 , 3624.557
2016.049 , 2729.491
1882.171 , 2855.464
2077.021 , 2187.116
1649.306 , 3983.016
2146.954 , 1404.215
1885.665 , 3570.474
1783.524 , 3487.449
2251.223 , 942.4928
1940.074 , 3124.612
2150.373 , 1479.106
2143.204 , 209.7793
2250.93 , 1300.011
1706.896 , 3743.243
1903.26 , 1950.084
1796.223 , 3823.285
1869.246 , 3682.59
1744.496 , 2924.837
1821.462 , 3133.77
2070.836 , 2143.74
1917.613 , 3285.746
2146.379 , 532.7308
1946.232 , 3239.342
2030.787 , 2584.7
1692.292 , 3010.811
1766.799 , 2605.996
1991.198 , 1663.304
1801.366 , 2414.666
1928.651 , 1540.649
2124.782 , 1741.198
1817.263 , 3415.623
1817.61 , 2622.935
1785.157 , 2395.355
1649.774 , 3668.519
1656.351 , 3288.278
2511.563 , 64.93426
1874.452 , 2002.654
1730.059 , 2561.385
1615.516 , 3620.951
1833.674 , 2213.007
1733.322 , 3734.268
1673.875 , 2885.341
1951.398 , 2662.703
1660.401 , 3245.691
2368.431 , 830.9354
1805.188 , 3433.702
2127.407 , 2185.243
1943.008 , 2431.061
2332.994 , 217.7253
1704.333 , 2737.367
1435.248 , 3552.265
1500.783 , 3627.127
1892.791 , 2714.745
1874.835 , 1827.759
2445.337 , 516.8881
2403.246 , 656.1874
1885.943 , 2456.98
2247.826 , 677.7508
1485.307 , 3622.404
2065.656 , 2039.575
null , null
2061.489 , 2299.101
1583.249 , 3251.1
1641.1 , 3064.869
1648.085 , 2769.963
1406.991 , 3585.145
1845.498 , 2700.554
1357.386 , 3761.78
1825.953 , 2981.556
1823.599 , 2937.245
1497.036 , 3258.873
1513.883 , 3641.268
1892.64 , 2632.995
2126.246 , 1027.689
2445.399 , 832.4818
1985.122 , 2409.994
2045.494 , 1895.267
1438.052 , 3663.97
1277.374 , 3861.553
1353.869 , 3696.467
2018.991 , 2274.777
1653.67 , 3459.515
2574.589 , 512.3946
1990.314 , 2597.686
2152.156 , 1929.87
2729.808 , 285.0307
2455.507 , 501.1197
1321.457 , 3680.203
1407.348 , 3310.059
2456.053 , 109.5209
1507.804 , 3311.04
2435.993 , 739.0388
1470.378 , 3258.179
2381.022 , 384.4293
1608.508 , 2688.366
1457.285 , 3542.574
1741.768 , 2260.238
1734.66 , 2858.552
1313.5 , 3661.72
1479.03 , 3838.403
1694.293 , 2612.791
1916.677 , 2692.224
1683.013 , 3202.426
1727.128 , 2640.439
1792.444 , 2265.672
1601.973 , 2735.843
1998.549 , 2351.066
1931.34 , 2439.98
1678.672 , 2772.341
1408.389 , 3404.757
2725.217 , 372.7207
1815.078 , 2728.019
1908.022 , 2495.798
1684.847 , 2923.96
1602.845 , 2617.922
2615.14 , 604.4591
2617.896 , 833.1426
1360.1 , 3392.036
2478.86 , 509.3169
1553.94 , 3150.015
1688.805 , 3093.995
1518.266 , 3227.508
1693.076 , 2984.992
2706.354 , 736.5419
1479.049 , 2943.228
2528.208 , 375.7854
1795.229 , 2777.476
2613.949 , 273.1843
2160.275 , 1174.2
2506.479 , 1199.03
1807.745 , 2630.749
1566.681 , 2788.402
1394.646 , 3085.695
1440.441 , 2942.392
2254.666 , 1220.734
1283.212 , 3796.225
1332.442 , 3231.48
2394.017 , 1429.228
1395.155 , 3430.197
1514.43 , 3321.523
